condition,band_idx,r_min,logit_drop
clean,0,0.0,3.3309693
clean,0,0.0,-0.0018823147
clean,0,0.0,2.5472646
clean,0,0.0,0.70959306
clean,0,0.0,0.98248005
clean,0,0.0,2.4362233
clean,0,0.0,2.7643623
clean,0,0.0,2.2719698
clean,0,0.0,2.1744492
clean,0,0.0,1.999866
clean,0,0.0,1.4731174
clean,0,0.0,1.2893765
clean,0,0.0,3.558375
clean,0,0.0,2.586132
clean,0,0.0,3.5255556
clean,0,0.0,2.7554336
clean,0,0.0,1.6781263
clean,0,0.0,3.325574
clean,0,0.0,1.4203215
clean,0,0.0,3.229703
clean,0,0.0,2.0869188
clean,0,0.0,1.9732766
clean,0,0.0,2.9715548
clean,0,0.0,2.3999422
clean,0,0.0,2.2648587
clean,0,0.0,0.023636818
clean,0,0.0,-0.59929276
clean,0,0.0,-0.49371266
clean,0,0.0,-0.71816087
clean,0,0.0,-0.2549057
clean,0,0.0,-0.79592633
clean,0,0.0,-0.2162888
clean,0,0.0,-0.26893616
clean,0,0.0,-0.72343326
clean,0,0.0,-0.5028627
clean,0,0.0,-0.3716581
clean,0,0.0,-1.0078864
clean,0,0.0,-0.18811816
clean,0,0.0,-0.28035307
clean,0,0.0,-0.2883253
clean,0,0.0,-0.48022318
clean,0,0.0,-0.48317534
clean,0,0.0,-0.53954375
clean,0,0.0,-0.21994948
clean,0,0.0,-0.64624596
clean,0,0.0,-0.3290046
clean,0,0.0,-0.37671566
clean,0,0.0,-0.49706697
clean,0,0.0,-0.6718929
clean,0,0.0,-0.22116041
clean,0,0.0,-0.29387784
clean,0,0.0,-0.8560736
clean,0,0.0,-0.19613078
clean,0,0.0,-0.7139623
clean,0,0.0,-0.3200767
clean,0,0.0,-0.7805033
clean,0,0.0,-0.11443305
clean,0,0.0,-0.47010016
clean,0,0.0,0.15818214
clean,0,0.0,-0.3023696
clean,0,0.0,-0.65604925
clean,0,0.0,-0.35673833
clean,0,0.0,-0.25311565
clean,0,0.0,-0.05239463
clean,0,0.0,-0.52542496
clean,0,0.0,0.097595215
clean,0,0.0,-0.566604
clean,0,0.0,-0.2701788
clean,0,0.0,-0.07920289
clean,0,0.0,-1.0648065
clean,0,0.0,-0.5375998
clean,0,0.0,-0.10095644
clean,0,0.0,-0.48659992
clean,0,0.0,-0.39972234
clean,0,0.0,-0.11534339
clean,0,0.0,-0.7561505
clean,0,0.0,-0.5388105
clean,0,0.0,-0.3009386
clean,0,0.0,-1.0935234
clean,0,0.0,-0.03111744
clean,0,0.0,-0.6030626
clean,0,0.0,-0.73287344
clean,0,0.0,-0.48108745
clean,0,0.0,-0.4288872
clean,0,0.0,-0.7544608
clean,0,0.0,-0.50626826
clean,0,0.0,-0.71424556
clean,0,0.0,-0.23634863
clean,0,0.0,0.10020542
clean,0,0.0,-0.15294361
clean,0,0.0,-0.5829768
clean,0,0.0,-0.04341936
clean,0,0.0,-0.28274417
clean,0,0.0,-0.32175183
clean,0,0.0,-0.015381813
clean,0,0.0,-0.2915299
clean,0,0.0,-0.30180943
clean,0,0.0,-0.62824035
clean,0,0.0,-0.24330759
clean,0,0.0,-0.8623837
clean,0,0.0,-0.7409785
clean,0,0.0,-0.31362593
clean,0,0.0,-0.20030928
clean,0,0.0,-0.05842471
clean,0,0.0,-0.1621623
clean,0,0.0,-0.36023045
clean,0,0.0,-0.65107965
clean,0,0.0,-0.51305735
clean,0,0.0,-0.38006687
clean,0,0.0,0.01052475
clean,0,0.0,-0.7901027
clean,0,0.0,-0.5901756
clean,0,0.0,0.0024912357
clean,0,0.0,-0.6639731
clean,0,0.0,-0.3996277
clean,0,0.0,-0.34531903
clean,0,0.0,-0.73696756
clean,0,0.0,-0.46370912
clean,0,0.0,-0.37983608
clean,0,0.0,-0.7766843
clean,0,0.0,-0.60225904
clean,0,0.0,-0.53500223
clean,0,0.0,-0.28671098
clean,0,0.0,-0.50848866
clean,0,0.0,-0.16697884
clean,0,0.0,0.44593096
clean,0,0.0,-0.052072525
clean,0,0.0,-0.4516189
clean,0,0.0,0.44174147
clean,0,0.0,0.12064457
clean,0,0.0,0.23065782
clean,0,0.0,1.0904152
clean,0,0.0,1.0704803
clean,0,0.0,1.0757263
clean,0,0.0,0.6211314
clean,0,0.0,-0.07244158
clean,0,0.0,0.1143384
clean,0,0.0,-0.19237328
clean,0,0.0,0.5181899
clean,0,0.0,1.2285438
clean,0,0.0,1.4594853
clean,0,0.0,0.4837743
clean,0,0.0,0.74849844
clean,0,0.0,1.2420099
clean,0,0.0,0.44912767
clean,0,0.0,0.23994255
clean,0,0.0,0.39503264
clean,0,0.0,0.67694354
clean,0,0.0,0.29844832
clean,0,0.0,1.2301056
clean,0,0.0,-0.27621508
clean,0,0.0,1.1513362
clean,0,0.0,0.69007957
clean,0,0.0,0.07212353
clean,0,0.0,0.26457274
clean,0,0.0,0.6885276
clean,0,0.0,0.27346563
clean,0,0.0,2.059674
clean,0,0.0,0.7114129
