condition,band_idx,r_min,logit_drop
clean,0,0.0,1.8613663
clean,0,0.0,1.7733831
clean,0,0.0,2.6285937
clean,0,0.0,2.8796735
clean,0,0.0,2.510527
clean,0,0.0,2.0061097
clean,0,0.0,2.111402
clean,0,0.0,2.9256616
clean,0,0.0,2.6317894
clean,0,0.0,1.6608982
clean,0,0.0,2.350115
clean,0,0.0,2.6317296
clean,0,0.0,2.4109464
clean,0,0.0,2.1266227
clean,0,0.0,2.6890883
clean,0,0.0,3.3302677
clean,0,0.0,2.223104
clean,0,0.0,1.8108048
clean,0,0.0,2.7037992
clean,0,0.0,2.5326
clean,0,0.0,2.6923437
clean,0,0.0,3.3631392
clean,0,0.0,2.3041115
clean,0,0.0,1.4235315
clean,0,0.0,2.1901183
clean,0,0.0,3.6412044
clean,0,0.0,2.45962
clean,0,0.0,2.1820712
clean,0,0.0,2.7309332
clean,0,0.0,1.4419255
clean,0,0.0,2.493582
clean,0,0.0,1.7241602
clean,0,0.0,1.7620873
clean,0,0.0,1.7905302
clean,0,0.0,2.1469226
clean,0,0.0,1.4201598
clean,0,0.0,2.3899298
clean,0,0.0,2.7394662
clean,0,0.0,1.7968416
clean,0,0.0,2.972138
clean,0,0.0,3.2211108
clean,0,0.0,3.558182
clean,0,0.0,2.282416
clean,0,0.0,1.5850296
clean,0,0.0,2.2726197
clean,0,0.0,2.4868765
clean,0,0.0,2.3885236
clean,0,0.0,2.4098797
clean,0,0.0,0.83636975
clean,0,0.0,1.8665719
clean,0,0.0,1.917031
clean,0,0.0,-0.7631854
clean,0,0.0,-0.42622352
clean,0,0.0,-0.0014255047
clean,0,0.0,-0.90410566
clean,0,0.0,0.17867875
clean,0,0.0,-0.38291478
clean,0,0.0,-1.0649102
clean,0,0.0,-0.3558495
clean,0,0.0,-0.12475872
clean,0,0.0,-0.4703002
clean,0,0.0,-0.4727006
clean,0,0.0,-0.20044184
clean,0,0.0,-0.0634163
clean,0,0.0,-0.34189016
clean,0,0.0,-0.31948495
clean,0,0.0,-0.5832701
clean,0,0.0,0.02944684
clean,0,0.0,-0.28065848
clean,0,0.0,-0.62402767
clean,0,0.0,-0.534773
clean,0,0.0,-0.54971814
clean,0,0.0,-0.46991777
clean,0,0.0,-0.28980285
clean,0,0.0,-0.38674498
clean,0,0.0,-0.9149897
clean,0,0.0,-0.3292768
clean,0,0.0,-0.36699915
clean,0,0.0,-0.10897124
clean,0,0.0,-0.30262327
clean,0,0.0,-0.1963687
clean,0,0.0,-0.1495421
clean,0,0.0,-0.25127268
clean,0,0.0,-0.23815668
clean,0,0.0,-0.646183
clean,0,0.0,-0.13683903
clean,0,0.0,-0.6233845
clean,0,0.0,-0.41528654
clean,0,0.0,-0.24361229
clean,0,0.0,-0.7406602
clean,0,0.0,-0.14708352
clean,0,0.0,-0.42863667
clean,0,0.0,-0.15347958
clean,0,0.0,-0.57152605
clean,0,0.0,-0.37346578
clean,0,0.0,-0.39970875
clean,0,0.0,-0.2805066
clean,0,0.0,-0.5509646
clean,0,0.0,-0.40599585
clean,0,0.0,-0.5085573
clean,0,0.0,-0.7584486
clean,0,0.0,-0.51303065
clean,0,0.0,-0.2912385
clean,0,0.0,-0.030150414
clean,0,0.0,-0.25742233
clean,0,0.0,-0.7495012
clean,0,0.0,-0.63654685
clean,0,0.0,-0.2687173
clean,0,0.0,0.09665978
clean,0,0.0,-0.77662396
clean,0,0.0,-0.8417537
clean,0,0.0,-0.21649313
clean,0,0.0,-0.50736403
clean,0,0.0,-0.22138691
clean,0,0.0,-0.1258421
clean,0,0.0,-0.18497682
clean,0,0.0,0.07448876
clean,0,0.0,-0.16675901
clean,0,0.0,-0.603925
clean,0,0.0,-0.24337912
clean,0,0.0,-0.13706207
clean,0,0.0,0.09011924
clean,0,0.0,-0.093416095
clean,0,0.0,-0.58903
clean,0,0.0,-0.43376946
clean,0,0.0,-0.03118968
clean,0,0.0,-0.27836514
clean,0,0.0,-0.015500069
clean,0,0.0,-0.020963669
clean,0,0.0,-0.65707016
clean,0,0.0,0.0107831955
clean,0,0.0,-0.0731293
clean,0,0.0,-0.6560638
clean,0,0.0,-0.29409194
clean,0,0.0,-0.49065447
clean,0,0.0,-0.123912096
clean,0,0.0,-0.15226984
clean,0,0.0,-0.34127235
clean,0,0.0,-0.20605898
clean,0,0.0,-0.7138684
clean,0,0.0,-0.9351954
clean,0,0.0,-0.73287225
clean,0,0.0,-0.463701
clean,0,0.0,-0.52773666
clean,0,0.0,-0.18697882
clean,0,0.0,-0.7899599
clean,0,0.0,0.10092878
clean,0,0.0,-0.6029184
clean,0,0.0,0.03592038
clean,0,0.0,-0.03260708
clean,0,0.0,-0.75432086
clean,0,0.0,0.697742
clean,0,0.0,0.48399258
clean,0,0.0,0.27302217
clean,0,0.0,0.26324773
clean,0,0.0,0.44117022
clean,0,0.0,0.9194095
clean,0,0.0,0.48242283
clean,0,0.0,0.114873886
clean,0,0.0,0.58768654
clean,0,0.0,0.75764465
clean,0,0.0,0.9381418
clean,0,0.0,-0.027418137
clean,0,0.0,0.722455
clean,0,0.0,0.3670807
clean,0,0.0,0.048969507
clean,0,0.0,0.13004613
clean,0,0.0,0.3251772
clean,0,0.0,0.56955767
clean,0,0.0,-0.2036283
clean,0,0.0,0.9215822
clean,0,0.0,0.19402957
clean,0,0.0,-0.502023
clean,0,0.0,0.10977459
clean,0,0.0,0.39754725
clean,0,0.0,1.1439657
clean,0,0.0,0.70643425
clean,0,0.0,0.077470064
clean,0,0.0,0.2764715
clean,0,0.0,0.56998324
clean,0,0.0,0.31574297
clean,0,0.0,0.15795898
clean,0,0.0,0.61345196
clean,0,0.0,0.054611683
clean,0,0.0,0.30227065
clean,0,0.0,0.7219019
clean,0,0.0,0.30496693
clean,0,0.0,0.61236286
clean,0,0.0,0.17327118
clean,0,0.0,0.36888742
clean,0,0.0,0.29570103
clean,0,0.0,-0.04190731
clean,0,0.0,0.81807184
clean,0,0.0,0.17177677
clean,0,0.0,0.2621534
clean,0,0.0,0.12423897
clean,0,0.0,0.5154772
clean,0,0.0,0.8869148
clean,0,0.0,0.19659758
clean,0,0.0,0.5552144
clean,0,0.0,1.7895131
clean,0,0.0,0.6787176
clean,0,0.0,0.08685589
clean,0,0.0,0.08979511
clean,0,0.0,-0.25438952
